"Date","Reference","Ticker","Type","Quantity","Price/share","Gross Amount","CCY","FX Rate","Fee","Net Amt.","Tax Amt."
"19/08/2021 13:38:24","HFMOYZKIJG","LNT","Buy","0.016248274","61.55","1.00","USD","","","1.00",""
"19/08/2021 13:38:13","1LMPTPPWV6","BMO","Buy","0.010015524","99.85","1.00","USD","","","1.00",""
"19/08/2021 13:38:06","I4DWTC7HUV","JKHY","Buy","0.005819198","171.85","1.00","USD","","","1.00",""
"19/08/2021 13:37:58","PPBMPCKYXR","DIDI","Buy","0.133422282","7.50","1.00","USD","","","1.00",""
"19/08/2021 13:37:51","4DCHSO2LQ9","ACGL","Buy","0.024029797","41.62","1.00","USD","","","1.00",""
"19/08/2021 13:37:42","WIN5JSUOAZ","CHNG","Buy","0.047047753","21.26","1.00","USD","","","1.00",""
"19/08/2021 13:37:33","AK0WORYFCD","EC","Buy","0.076893502","13.01","1.00","USD","","","1.00",""
"19/08/2021 13:37:26","CRKPF33KHQ","FTV","Buy","0.013588803","73.59","1.00","USD","","","1.00",""
"19/08/2021 13:37:18","VNCKL8EHKC","CMS","Buy","0.015614021","64.05","1.00","USD","","","1.00",""
"19/08/2021 13:37:10","XZS27UI6T7","INFO","Buy","0.008744316","114.36","1.00","USD","","","1.00",""
"19/08/2021 13:37:03","ZI9F2DBITE","NUAN","Buy","0.018223235","54.88","1.00","USD","","","1.00",""
"19/08/2021 13:36:54","8MNDIOQWMY","NI","Buy","0.039115979","25.57","1.00","USD","","","1.00",""
"19/08/2021 07:03:03","","USD","Balance adjustment","","","0.01","","","","",""
"18/08/2021 17:05:11","UOXJJUNNZC","DUOL","Sell","0.007545461","132.53","1.00","USD","","","1.00",""
"18/08/2021 17:04:55","IJ8SFBQJGJ","DUOL","Buy","0.011253657","133.29","1.50","USD","","","1.50",""
"18/08/2021 15:16:25","UZ5XDHIQIW","LOW","Sell","0.000398863","200.83","0.08","USD","","","0.08",""
"18/08/2021 14:21:13","JFIUGMRTDP","TGT","Buy","0.003930045","254.45","1.00","USD","","","1.00",""
"18/08/2021 13:31:14","E21TUYRUG4","TGT","Sell","0.004013163","249.18","1.00","USD","","","1.00",""
"18/08/2021 12:45:42","","USD","Balance adjustment","","","-0.01","","","","",""
"17/08/2021 18:41:57","1CAA6RVFLG","O","Buy","0.139411683","71.73","10.00","USD","","","10.00",""
"17/08/2021 18:41:43","AFTC5UVCZT","USD","Conversion","","","58.57","USD","0.85368","","58.57",""
"17/08/2021 18:41:43","AFTC5UVCZT","EUR","Conversion","","","-50.00","EUR","1.17140","","-50.00",""
"17/08/2021 14:39:51","","","Withdrawal","","","-5.00","EUR","","","-5.00",""
"17/08/2021 10:07:13","TAJPGDCNVV","","Deposit","","","100.00","EUR","","","100.00",""
"16/08/2021 16:34:03","","USD","Balance adjustment","","","0.01","","","","",""
"16/08/2021 16:17:00","KXADEGNVYF","AAPL","Buy","0.045298743","148.79","6.74","USD","","","6.74",""
"16/08/2021 16:16:45","P2R5VY7AWX","LOW","Sell","0.035074938","192.16","6.74","USD","","","6.74",""
"16/08/2021 13:35:19","P5WQJMKBM6","LOW","Buy","0.090295002","189.49","17.11","USD","","","17.11",""
"16/08/2021 13:34:56","58KZE4MHPF","EBAY","Sell","0.149342891","75.00","11.20","USD","","","11.20",""
"16/08/2021 00:00:07","1QE8LQSBWT","USD","Conversion","","","5.91","USD","0.84717","","5.91",""
"16/08/2021 00:00:07","1QE8LQSBWT","EUR","Conversion","","","-5.01","EUR","1.18040","","-5.01",""
"13/08/2021 17:48:03","FS1QQEJVWH","WBA","Buy","0.202224469","49.45","10.00","USD","","","10.00",""
"13/08/2021 17:46:49","N6I0RAUBDT","HSY","Buy","0.055775559","179.29","10.00","USD","","","10.00",""
"13/08/2021 17:43:07","D2ERTVUM4M","TGT","Buy","0.038262866","261.35","10.00","USD","","","10.00",""
"13/08/2021 17:42:53","SX0BWTITPF","USD","Conversion","","","29.50","USD","0.84731","","29.50",""
"13/08/2021 17:42:53","SX0BWTITPF","EUR","Conversion","","","-24.99","EUR","1.18020","","-24.99",""
"13/08/2021 14:15:55","L2VFILYGFO","AAPL","Buy","0.021927178","149.13","3.27","USD","","","3.27",""
"13/08/2021 14:15:29","9R5HQE9QA2","AMZN","Sell","0.001144547","3293.00","3.77","USD","","","3.77",""
"13/08/2021 14:13:31","3RGICXX6J7","AMZN","Buy","0.001144547","3293.88","3.77","USD","","","3.77",""
"13/08/2021 13:44:08","","USD","Balance adjustment","","","-0.01","","","","",""
"13/08/2021 13:43:41","X5VDMY5WXF","","Deposit","","","30.00","EUR","","","30.00",""
"13/08/2021 13:41:18","QEXKSO6DL2","HOOD","Sell","0.062879899","50.40","3.17","USD","","","3.17",""
"13/08/2021 07:34:58","","USD","Balance adjustment","","","-0.01","","","","",""
"12/08/2021 19:31:39","6IHSJBAOXS","HOOD","Buy","0.062879899","47.71","3.00","USD","","","3.00",""
"11/08/2021 14:02:31","XT6NDPVRUO","JNJ","Buy","0.028798526","173.62","5.00","USD","","","5.00",""
"10/08/2021 16:22:04","UJITP13IAG","ORCL","Buy","0.111185235","89.94","10.00","USD","","","10.00",""
"10/08/2021 16:21:22","AKMMYGFHJ9","EBAY","Buy","0.149342891","66.96","10.00","USD","","","10.00",""
"10/08/2021 16:19:09","ENDAWMJMBG","MCD","Buy","0.042747831","233.93","10.00","USD","","","10.00",""
"10/08/2021 16:18:07","DJX44LDJIA","MSFT","Buy","0.034939380","286.21","10.00","USD","","","10.00",""
"10/08/2021 16:15:35","FZT4FMKZJM","SBUX","Buy","0.085631101","116.78","10.00","USD","","","10.00",""
"10/08/2021 15:43:56","QVPFGGTVLV","USD","Conversion","","","58.61","USD","0.85310","","58.61",""
"10/08/2021 15:43:56","QVPFGGTVLV","EUR","Conversion","","","-50.00","EUR","1.17220","","-50.00",""
"10/08/2021 15:39:33","U9TUPVKIXP","","Deposit","","","50.00","EUR","","","50.00",""
